,Unnamed: 0,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
3210,211,"Jessica Lange, Ed Harris, Ann Wedgeworth, David Clennon",Nominated for 1 Oscar. Another 2 nominations.,,USA,07 Aug 2001,Karel Reisz,,"Biography, Drama, Music, Musical",English,65.0,"The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.",https://m.media-amazon.com/images/M/MV5BMGY3MzhlNjQtZGYzZC00ODVlLTg0MTctMTZjMzQxYWQ4OWQ2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,HBO Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",11 Oct 1985,True,115 min,Sweet Dreams,movie,,Robert Getchell,1985,tt0090110,7.1,"3,898",
3211,212,"Reese Witherspoon, Josh Lucas, Patrick Dempsey, Candice Bergen",3 wins & 6 nominations.,"$127,214,072",USA,04 Feb 2003,Andy Tennant,,"Comedy, Romance",English,45.0,"A young woman who's reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband, after seven years of separation.",https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_SX300.jpg,Buena Vista Distribution Compa,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",27 Sep 2002,True,108 min,Sweet Home Alabama,movie,,"Douglas J. Eboch (story), C. Jay Cox (screenplay)",2002,tt0256415,6.2,"97,121",
3212,213,"Alan Alda, Michael Caine, Michelle Pfeiffer, Bob Hoskins",,,USA,23 Nov 2004,Alan Alda,,Comedy,English,,"After selling the rights of his book to a movie production company, a writer finds himself fighting the many egos and varying views around him.",https://m.media-amazon.com/images/M/MV5BNmY3NjBlYzItOGU2My00ZWEzLWI3NjUtNzdkNWQ4MDM5YmMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MCA Universal Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",16 May 1986,True,106 min,Sweet Liberty,movie,,Alan Alda,1986,tt0092035,5.8,"2,442",
3213,214,"Keanu Reeves, Charlize Theron, Jason Isaacs, Greg Germann",3 nominations.,"$24,418,719",USA,24 Jul 2001,Pat O'Connor,,"Drama, Romance",English,27.0,"A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.",https://m.media-amazon.com/images/M/MV5BMTc4NjYzNzkzNl5BMl5BanBnXkFtZTYwNjg1ODc5._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",16 Feb 2001,True,119 min,Sweet November,movie,,"Herman Raucher, Paul Yurick (story), Kurt Voelker (story), Kurt Voelker (screenplay)",2001,tt0230838,6.7,"81,678",
3214,215,,,,,,,Movie not found!,,,,,,,,,,False,,Sweet Sweetback's Baad Asssss Song,,,,,,,,
3216,217,"Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton",,"$28,303,771",USA,11 Mar 2003,John Polson,,"Drama, Thriller",English,29.0,A high school senior with a promising swimming career has a one-night stand with consequences.,https://m.media-amazon.com/images/M/MV5BM2RmZjY1MTItNGM1ZC00NzhlLWI2MjEtYjY1ZjI1M2NiZTg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",06 Sep 2002,True,85 min,Swimfan,movie,,"Charles F. Bohl, Phillip Schneider",2002,tt0283026,5.1,"18,280",
3218,219,"Ellen Barkin, Jimmy Smits, JoBeth Williams, Lorraine Bracco",Nominated for 1 Golden Globe. Another 2 nominations.,,USA,07 Aug 2001,Blake Edwards,,"Comedy, Fantasy",English,,A sexist womanizer is killed by one of his former lovers and then reincarnated as a woman.,https://m.media-amazon.com/images/M/MV5BNGZkZDQzMmYtZTE4NC00YmZkLWJlMDQtYjk5ZDE4ZjNmZTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,HBO Video,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",10 May 1991,True,103 min,Switch,movie,,Blake Edwards,1991,tt0103016,5.8,"8,077",
3219,220,"Kathleen Turner, Burt Reynolds, Christopher Reeve, Ned Beatty",2 nominations.,,USA,,Ted Kotcheff,,"Comedy, Crime",English,,A television news chief courts his anchorwoman ex-wife with an eleventh-hour story.,https://m.media-amazon.com/images/M/MV5BNzYwMmIwMzEtZGMxYS00N2EzLThkYzctZmUzM2JkYTIwMGNjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Sony Pictures Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}]",04 Mar 1988,True,105 min,Switching Channels,movie,,"Ben Hecht (play), Charles MacArthur (play), Jonathan Reynolds (screenplay)",1988,tt0096203,6.0,"3,136",
3220,221,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle",5 wins & 8 nominations.,,USA,30 Oct 2001,Dominic Sena,,"Action, Crime, Thriller","English, German",32.0,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",https://m.media-amazon.com/images/M/MV5BNzk5ZmQxMWYtM2QyNi00MTY3LTlmNjItYjUwODY3Y2YwOTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",08 Jun 2001,True,99 min,Swordfish,movie,,Skip Woods,2001,tt0244244,6.5,"170,505",
3222,223,"Peter Horton, Liz Stauber, Kari Coleman, Charlene Sashuk",1 win.,"$47,807,536",USA,03 Jul 2001,Brett Leonard,,"Adventure, Family, Fantasy",English,,"A youth who finds a dinosaur egg accidentally breaks it. Soon after, she begins to have surreal visions of dinosaurs, including the Tyrannosaurus Rex.",https://m.media-amazon.com/images/M/MV5BMTMyMDI3NTA3OF5BMl5BanBnXkFtZTcwODIyNzgxMQ@@._V1_SX300.jpg,IMAX Corp.,,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",23 Oct 1998,True,45 min,T-Rex: Back to the Cretaceous,movie,,"Andrew Gellis (story), David Young (story), Andrew Gellis (screenplay), Jeanne Rosenberg (screenplay)",1998,tt0163862,4.7,677,
3224,225,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith",2 nominations.,"$54,132,596","Hong Kong, USA",07 Aug 2007,Kevin Munroe,,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,41.0,"When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.",https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",23 Mar 2007,True,103 min,TMNT,movie,,"Kevin Munroe, Peter Laird (characters), Kevin Eastman (characters)",2007,tt0453556,6.2,"58,986",
3225,226,"Robert Hays, Barbara Hershey, David Keith, Tim Thomerson",,,USA,02 Mar 2004,Gus Trikonis,,Comedy,English,,"The ""Alison Group"" has bought four beer breweries in difficulties. The young but rising top Manager Frank Macklin is sent to reorganize one of them, the one which happens to be the main ...",https://m.media-amazon.com/images/M/MV5BNDgzMzAwNjItNzUzZS00N2VmLWJjNzctMjA3MzkwOWYyOWQxXkEyXkFqcGdeQXVyMjM2ODYwMQ@@._V1_SX300.jpg,AVCO Embassy Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",15 May 1981,True,100 min,Take This Job and Shove It,movie,,"Barry Schneider (screenplay), Jeffrey Bernini (story), Barry Schneider (story)",1981,tt0083163,4.9,689,
3226,227,"Antonio Banderas, Rob Brown, Yaya DaCosta, Alfre Woodard",1 win & 6 nominations.,"$34,703,228",USA,29 Aug 2006,Liz Friedlander,,"Drama, Music",English,55.0,The real story of a dance teacher who believed in the talent of a group of problem kids.,https://m.media-amazon.com/images/M/MV5BMjAwODMxMjk2OF5BMl5BanBnXkFtZTYwNDEwMTY2._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",07 Apr 2006,True,118 min,Take the Lead,movie,,Dianne Houston,2006,tt0446046,6.6,"23,981",
3227,228,"Phoebe Bourdon, Maeve Dufault, John Hadden, Gerry Lehane",,"$144,924,285","USA, Canada",12 May 2009,"Jason Brown, John Hadden",,Short,English,,"Best selling psychologist Gerald Williams, now at the height of his career, has a new client who seems to possess otherworldly abilities. His book has attracted her but for the first time ...",https://m.media-amazon.com/images/M/MV5BMTcxMTY1NzA0OV5BMl5BanBnXkFtZTcwNTgzMjM0Mg@@._V1_SX300.jpg,20th Century Fox,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",,True,24 min,Taken,movie,,Jason Brown,2009,tt1391871,5.7,10,
3228,229,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",1 win & 2 nominations.,"$139,852,115","France, USA",15 Jan 2013,Olivier Megaton,,"Action, Thriller","English, Turkish, Arabic",45.0,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",05 Oct 2012,True,92 min,Taken 2,movie,,"Luc Besson, Robert Mark Kamen, Luc Besson (based on characters created by), Robert Mark Kamen (based on characters created by)",2012,tt1397280,6.2,"276,969",
3229,230,"Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace",3 wins & 2 nominations.,,"France, USA, Spain",21 Apr 2015,Olivier Megaton,,"Action, Thriller","English, Russian",26.0,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.",https://m.media-amazon.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",09 Jan 2015,True,108 min,Taken 3,movie,,"Luc Besson, Robert Mark Kamen, Luc Besson (characters), Robert Mark Kamen (based on characters created by)",2014,tt2446042,6.0,"168,350",
3230,231,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",2 wins & 6 nominations.,"$57,744,720",USA,18 Jan 2011,John Luessenhop,,"Action, Crime, Thriller","English, Russian",45.0,A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.,https://m.media-amazon.com/images/M/MV5BMTg4ODg5NzkzNl5BMl5BanBnXkFtZTcwNzAyODM5Mw@@._V1_SX300.jpg,Sony Pictures/Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",27 Aug 2010,True,107 min,Takers,movie,,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",2010,tt1135084,6.2,"54,447",
3231,232,"Jim Belushi, Charles Grodin, Anne De Salvo, Loryn Locklin",,,USA,02 Apr 2002,Arthur Hiller,,Comedy,English,,An uptight advertising exec has his entire life in a filofax organizer which mistakenly ends up in the hands of a friendly convict who poses as him.,https://m.media-amazon.com/images/M/MV5BNTRjZGQ4ODctNmU4ZC00Y2RjLTkwMGMtMjNkY2JjYWM1MTc4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Hollywood Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",17 Aug 1990,True,108 min,Taking Care of Business,movie,,"Jill Mazursky, J.J. Abrams",1990,tt0103035,6.4,"7,380",
3232,233,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands",4 nominations.,"$32,634,479",USA,17 Aug 2004,D.J. Caruso,,"Crime, Mystery, Thriller","English, French",38.0,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",19 Mar 2004,True,103 min,Taking Lives,movie,,"Michael Pye (novel), Jon Bokenkamp (screen story), Jon Bokenkamp (screenplay)",2004,tt0364045,6.2,"76,039",
3233,234,"John Kassir, Billy Zane, William Sadler, Jada Pinkett Smith",1 nomination.,,USA,22 Aug 2006,Ernest R. Dickerson,,"Action, Fantasy, Horror, Thriller",English,48.0,A man on the run is hunted by a demon known as the Collector.,https://m.media-amazon.com/images/M/MV5BNGM3N2VmNDQtNWMwNC00MDI5LThhNzYtNTlkZjkwZTJlNTRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MCA Universal Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",13 Jan 1995,True,92 min,Tales from the Crypt: Demon Knight,movie,,"Ethan Reiff, Cyrus Voris, Mark Bishop",1995,tt0114608,6.7,"19,785",
3234,235,"Debbie Harry, David Forrester, Matthew Lawrence, Christian Slater",1 win.,,USA,25 Sep 2001,John Harrison,,"Comedy, Fantasy, Horror, Thriller",English,54.0,A young boy tells three stories of horror to distract a witch who plans to eat him.,https://m.media-amazon.com/images/M/MV5BODI4ZTI1ZjMtYmE5MC00NTM5LTgwMDgtNWI1ZTI1MDYyOGYyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Live Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",04 May 1990,True,93 min,Tales from the Darkside: The Movie,movie,,"Michael McDowell, Arthur Conan Doyle (short story ""Lot 249""), Michael McDowell (screenplay), Stephen King (short story), George A. Romero (screenplay)",1990,tt0100740,6.3,"13,729",
3235,236,"Charles Boyer, Rita Hayworth, Ginger Rogers, Henry Fonda",1 win.,,USA,07 May 1996,Julien Duvivier,,"Comedy, Drama, Romance",English,,A formal tailcoat that gets passed from one owner to another affects each life in a significant way.,https://m.media-amazon.com/images/M/MV5BNzRmZDIyOGUtNjJiMy00YThhLWIxZmItMDZjNWE2ODMxYmFjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Twentieth Century Fox,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",15 Mar 1943,True,118 min,Tales of Manhattan,movie,,"Ben Hecht (original story and screenplay), Ferenc Molnár (original story and screenplay), Donald Ogden Stewart (original story and screenplay), Samuel Hoffenstein (original story and screenplay), Alan Campbell (original story and screenplay), Ladislas Fodor (original story and screenplay), László Vadnay (original story and screenplay), László Görög (original story and screenplay), Lamar Trotti (original story and screenplay), Henry Blankfort (original story and screenplay)",1942,tt0035415,7.4,"1,759",
3236,237,"Anthony Perkins, Jane Fonda, Ray Walston, Marc Connelly",,,USA,29 Apr 1992,Joshua Logan,,"Comedy, Sport","English, Russian, Yiddish",,"A young insecure college sportsman is in trouble. He wants to marry his very straightforward girlfriend, also a student, but has no money. When he is offered a bribe to fix a game, he is torn even more about the matter.",https://m.media-amazon.com/images/M/MV5BNGZhNWU4NzEtMTg0My00M2YzLTljM2QtOWNlNDM0ZDI3ZmNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,WARNER BROTHERS PICTURES,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",06 Apr 1960,True,91 min,Tall Story,movie,,"Julius J. Epstein (screenplay), Howard Lindsay (stage play), Russel Crouse (stage play), Howard Nemerov (novel)",1960,tt0054367,6.0,635,
3237,238,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",8 wins & 9 nominations.,"$148,213,377",USA,12 Dec 2006,Adam McKay,,"Comedy, Sport","English, French",66.0,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",https://m.media-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_SX300.jpg,Sony Pictures Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",04 Aug 2006,True,108 min,Talladega Nights: The Ballad of Ricky Bobby,movie,,"Will Ferrell, Adam McKay",2006,tt0415306,6.6,"157,252",
3238,239,"Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney",1 win & 7 nominations.,"$51,033,986",USA,11 Nov 2014,Ben Falcone,,"Comedy, Romance",English,39.0,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",https://m.media-amazon.com/images/M/MV5BMjIyMDg1ODM5OV5BMl5BanBnXkFtZTgwMTM4NzgxMTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",02 Jul 2014,True,97 min,Tammy,movie,,"Melissa McCarthy, Ben Falcone",2014,tt2103254,4.9,"45,311",
3240,241,"Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance",3 nominations.,,USA,30 Sep 1997,"Andrey Konchalovskiy, Albert Magnoli",,"Action, Comedy, Crime, Thriller",English,41.0,"Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.",https://m.media-amazon.com/images/M/MV5BZjQ4YThiZGYtOWY1MC00ZDE0LTgyNmItNTc0Y2U4N2I1YzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 Dec 1989,True,104 min,Tango & Cash,movie,,Randy Feldman,1989,tt0098439,6.4,"90,126",
3241,242,"Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance",3 nominations.,,USA,30 Sep 1997,"Andrey Konchalovskiy, Albert Magnoli",,"Action, Comedy, Crime, Thriller",English,41.0,"Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.",https://m.media-amazon.com/images/M/MV5BZjQ4YThiZGYtOWY1MC00ZDE0LTgyNmItNTc0Y2U4N2I1YzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",22 Dec 1989,True,104 min,Tango & Cash,movie,,Randy Feldman,1989,tt0098439,6.4,"90,126",
3242,243,"James Garner, Shirley Jones, C. Thomas Howell, Mark Herrier",1 nomination.,,USA,15 Jun 1998,Marvin J. Chomsky,,"Action, Comedy, Drama",English,,"Sergeant Major Zack arrives at a new army base with his wife, son and Sherman tank. One night at a bar he ""stops"" a pimp/deputy from beating a girl. The corrupt sheriff uses Zack's son for revenge and Zack uses his tank.",https://m.media-amazon.com/images/M/MV5BODMwMDI0MjEtZTFmNC00N2Y0LTljMTctNjFlYmFjMGNkMDdhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Universal Studios,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",16 Mar 1984,True,113 min,Tank,movie,,Dan Gordon,1984,tt0088224,5.7,"3,585",
3243,244,"Gregory Hines, Sammy Davis Jr., Suzzanne Douglas, Savion Glover",,,USA,29 Aug 2006,Nick Castle,,"Comedy, Drama, Music",English,,"Just released from prison, Max Washington must decide which of his previous professions to return to: burglar or tap dancer.",https://m.media-amazon.com/images/M/MV5BYzRlYmM2NDYtYTJlMi00M2Y1LThjMzUtZjg4OTZjOGViNzgwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",10 Feb 1989,True,111 min,Tap,movie,,Nick Castle,1989,tt0098442,6.6,"1,273",
3244,245,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn",,,USA,05 Mar 2002,Harold Becker,,Drama,English,49.0,Military cadets take extreme measures to insure the future of their academy when its existence is threatened by local condo developers.,https://m.media-amazon.com/images/M/MV5BNjJmOGJkZDEtNzAwZC00YmFjLTliZGYtZDQ5MzEzOWNiMDkxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,20th Century Fox Film Corporation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",25 Dec 1981,True,126 min,Taps,movie,,"Darryl Ponicsan (screenplay), Robert Mark Kamen (screenplay), James Lineberger (adaptation), Devery Freeman (novel)",1981,tt0083169,6.8,"15,704",
